address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Home for sale, 8720 E Mckellips Rd # 550, Scottsdale, AZ 85257, $30,000",https://www.greatschools.org/school?id=01283&state=AZ,Tonalea Elementary School,3,$151,https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,,$0/mo,https://www.zillow.com/homedetails/8720-E-Mckellips-Rd-550-Scottsdale-AZ-85257/2082896870_zpid/,Roy Dimas,(480) 443-7400,https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,3,2,2,"$30,000",,$17/mo,"1,000",Home for sale,"$1,365",
"Apartment for sale, 7175 E Camelback Rd UNIT 1203, SOUTH SCOTTSDALE, $5,000,000",https://www.greatschools.org/school?id=00788&state=AZ,Hopi Elementary School,10,"$25,599",https://www.greatschools.org/school?id=00804&state=AZ,Ingleside Middle School,6,"$2,480/mo",https://www.zillow.com/homedetails/7175-E-Camelback-Rd-UNIT-1203-SOUTH-SCOTTSDALE/2129988638_zpid/,Johnathon De Young,,https://www.greatschools.org/school?id=00804&state=AZ,Ingleside Middle School,8,5,4,"$5,000,000",,"$2,833/mo","4,493",Apartment for sale,"$2,500/mo",
"Townhouse for sale, 13450 E Via Linda UNIT 1026, Scottsdale, AZ 85259, $475,000",https://www.greatschools.org/school?id=00390&state=AZ,Anasazi Elementary School,10,"$2,530",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$325/mo,https://www.zillow.com/homedetails/13450-E-Via-Linda-UNIT-1026-Scottsdale-AZ-85259/71613394_zpid/,Terri Benton,,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,3,3,"$475,000","$2,315",$269/mo,"2,058",Townhouse for sale,"$2,695","$466,431"
"Townhouse for sale, 9051 E Winchcomb Dr, Scottsdale, AZ 85260, $325,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,7,"$1,633",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$125/mo,https://www.zillow.com/homedetails/9051-E-Winchcomb-Dr-Scottsdale-AZ-85260/8043757_zpid/,Tina Nabers,(480) 837-9801,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,8,2,2,"$325,000","$1,383",$184/mo,"1,100",Townhouse for sale,"$1,650/mo","$320,362"
"Townhouse for sale, 17680 N 77th Pl, Scottsdale, AZ 85255, $515,000",https://www.greatschools.org/school?id=01210&state=AZ,Sonoran Sky Elementary School,10,"$2,648",https://www.greatschools.org/school?id=00593&state=AZ,Desert Shadows Middle School,8,$258/mo,https://www.zillow.com/homedetails/17680-N-77th-Pl-Scottsdale-AZ-85255/122587240_zpid/,Steven Losey,(480) 505-6300,https://www.greatschools.org/school?id=00593&state=AZ,Desert Shadows Middle School,8,3,3,"$515,000","$3,858",$292/mo,"2,318",Townhouse for sale,"$2,600","$503,132"
"Townhouse for sale, 7809 E Rovey Ave, Scottsdale, AZ 85250, $299,900",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$1,610",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$218/mo,https://www.zillow.com/homedetails/7809-E-Rovey-Ave-Scottsdale-AZ-85250/7857145_zpid/,Tina Newman,(480) 285-0000,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,3,"$299,900",$616,$170/mo,"1,266",Townhouse for sale,"$1,512","$293,111"
"Townhouse for sale, 3707 N Marshall Way UNIT 1, Scottsdale, AZ 85251, $619,000",,,,,,,,,https://www.zillow.com/homedetails/3707-N-Marshall-Way-UNIT-1-Scottsdale-AZ-85251/62728370_zpid/,,,,,,2,2,"$619,000",,,"1,540",Townhouse for sale,,
"Townhouse for sale, 4918 N 76th Pl, Scottsdale, AZ 85251, $340,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$1,628",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$50/mo,https://www.zillow.com/homedetails/4918-N-76th-Pl-Scottsdale-AZ-85251/7843842_zpid/,Randall Edgar,(480) 398-1800,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,1,2,"$340,000","$1,063",$193/mo,"1,232",Townhouse for sale,"$1,595","$333,733"
"Home for sale, 8780 E Mckellips Rd LOT 413, Scottsdale, AZ 85257, $18,000",,,,,,,,,https://www.zillow.com/homedetails/8780-E-Mckellips-Rd-LOT-413-Scottsdale-AZ-85257/2082374885_zpid/,,,,,,2,2,"$18,000",,,--,Home for sale,,
"For sale by owner, 9711 E Mountain View Rd UNIT 2524, Scottsdale, AZ 85258, $169,500",https://www.greatschools.org/school?id=00883&state=AZ,Laguna Elementary School,8,"$1,200",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$410/mo,https://www.zillow.com/homedetails/9711-E-Mountain-View-Rd-UNIT-2524-Scottsdale-AZ-85258/2081804711_zpid/,(604) 352-1389,,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,1,1,"$169,500",,$96/mo,650,For sale by owner,"$1,148","$171,524"
"Condo for sale, 15252 N 100th St UNIT 1142, Scottsdale, AZ 85260, $327,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,"$1,793",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$275/mo,https://www.zillow.com/homedetails/15252-N-100th-St-UNIT-1142-Scottsdale-AZ-85260/8062411_zpid/,Russ Kort,(480) 473-4900,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2,2,"$327,000","$1,338",$185/mo,"1,607",Condo for sale,"$1,680/mo","$321,248"
"Townhouse for sale, 8226 E Chaparral Rd, Scottsdale, AZ 85250, $299,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$1,648",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$260/mo,https://www.zillow.com/homedetails/8226-E-Chaparral-Rd-Scottsdale-AZ-85250/7842963_zpid/,Cindy Schroeder,(480) 994-0800,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2.5,3,"$299,000","$1,109",$169/mo,"1,704",Townhouse for sale,"$1,800/mo","$294,290"
"House for sale, 8404 E San Bernardo Dr, Scottsdale, AZ 85258, $539,500",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,"$2,604",https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,$100/mo,https://www.zillow.com/homedetails/8404-E-San-Bernardo-Dr-Scottsdale-AZ-85258/7853853_zpid/,Jayne Houghton,(480) 951-1010,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,9,2,3,"$539,500","$2,298",$306/mo,"1,975",House for sale,"$2,600","$528,571"
"House for sale, 8604 E Corrine Dr, Scottsdale, AZ 85260, $1,499,000",,,,,,,,,https://www.zillow.com/homedetails/8604-E-Corrine-Dr-Scottsdale-AZ-85260/7863303_zpid/,,,,,,3,5,"$1,499,000",,,"4,214",House for sale,,
"House for sale, 6319 N 82nd Way, Scottsdale, AZ 85250, $556,000",https://www.greatschools.org/school?id=01021&state=AZ,Navajo Elementary School,6,"$2,580",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$0/mo,https://www.zillow.com/homedetails/6319-N-82nd-Way-Scottsdale-AZ-85250/7856676_zpid/,Melanie Sanders,(480) 794-1694,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,3,"$556,000","$2,013",$315/mo,"2,082",House for sale,"$2,500/mo","$546,099"
"House for sale, 10448 E Robs Camp Rd, Scottsdale, AZ 85255, $5,995,000",https://www.greatschools.org/school?id=02777&state=AZ,Copper Ridge School,9,"$28,068",https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,,$348/mo,https://www.zillow.com/homedetails/10448-E-Robs-Camp-Rd-Scottsdale-AZ-85255/89220044_zpid/,Mike Domer Top Agent,(480) 909-4577,https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,8,6,5,"$5,995,000","$37,385","$3,397/mo","9,300",House for sale,"$8,500/mo",
"Condo for sale, 3500 N Hayden Rd APT 1110, Scottsdale, AZ 85251, $215,000",,,,,,,,,https://www.zillow.com/homedetails/3500-N-Hayden-Rd-APT-1110-Scottsdale-AZ-85251/72291832_zpid/,,,,,,1,2,"$215,000",,,962,Condo for sale,,
"House for sale, 33700 N 86th St, Scottsdale, AZ 85266, $887,000",https://www.greatschools.org/school?id=00454&state=AZ,Black Mountain Elementary School,9,"$4,101",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/33700-N-86th-St-Scottsdale-AZ-85266/82777243_zpid/,Joanne Eannacone,,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,5,4,"$887,000","$3,894",$503/mo,"4,064",House for sale,"$4,495","$869,260"
"House for sale, 409 E Mckinley St, Tempe, AZ 85281, $314,750",,,,,,,,,https://www.zillow.com/homedetails/409-E-Mckinley-St-Tempe-AZ-85281/7569903_zpid/,,,,,,2,4,"$314,750",,,"1,491",House for sale,,
"House for sale, 7644 E Via Del Placito, Scottsdale, AZ 85258, $2,600,000",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$12,040",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$18/mo,https://www.zillow.com/homedetails/7644-E-Via-Del-Placito-Scottsdale-AZ-85258/7879881_zpid/,Heidi Hazelwood,(480) 776-1555,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,4,4,"$2,600,000","$3,875","$1,473/mo","2,763",House for sale,"$3,450/mo","$2,487,951"
"House for sale, 9112 E Foothills Dr, Scottsdale, AZ 85255, $1,095,000",https://www.greatschools.org/school?id=02777&state=AZ,Copper Ridge School,9,"$5,079",https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,,$16/mo,https://www.zillow.com/homedetails/9112-E-Foothills-Dr-Scottsdale-AZ-85255/8041293_zpid/,"Trevor H. Halpern, J.D.",(602) 714-7000,https://www.greatschools.org/school?id=00524&state=AZ,Chaparral High School,8,5,6,"$1,095,000","$6,888",$621/mo,"4,671",House for sale,"$6,000","$1,040,031"
"New construction, Pearl Plan, North 70 Venture Collection, $432,990+",https://www.greatschools.org/school?id=01283&state=AZ,Tonalea Elementary School,3,"$2,010",https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,,$0/mo,https://www.zillow.com/community/north-70-venture-collection/2082501132_zpid/,,,https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,3,3,3,"$432,990+",,$245/mo,"1,630",New construction,,"$420,295"
"House for sale, 4715 N Dromedary Rd, Phoenix, AZ 85018, $4,750,000",https://www.greatschools.org/school?id=00788&state=AZ,Hopi Elementary School,10,"$21,963",https://www.greatschools.org/school?id=00804&state=AZ,Ingleside Middle School,6,$0/mo,https://www.zillow.com/homedetails/4715-N-Dromedary-Rd-Phoenix-AZ-85018/95019419_zpid/,Robin Orscheln,(602) 714-7000,https://www.greatschools.org/school?id=00804&state=AZ,Ingleside Middle School,8,5.5,4,"$4,750,000","$7,968","$2,692/mo","6,712",House for sale,"$6,000","$4,519,011"
"For sale by owner, 6150 N Scottsdale Rd UNIT 51, Paradise Valley, AZ 85253, $334,900",,,,,,,,,https://www.zillow.com/homedetails/6150-N-Scottsdale-Rd-UNIT-51-Paradise-Valley-AZ-85253/7860919_zpid/,,,,,,2,2,"$334,900",,,"1,058",For sale by owner,,
"For sale by owner, 9100 E Raintree Dr UNIT 120, Scottsdale, AZ 85260, $335,000",https://www.greatschools.org/school?id=01360&state=AZ,Redfield Elementary School,9,"$1,825",https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,$270/mo,https://www.zillow.com/homedetails/9100-E-Raintree-Dr-UNIT-120-Scottsdale-AZ-85260/8066166_zpid/,(847) 751-2501,,https://www.greatschools.org/school?id=00575&state=AZ,Desert Canyon Middle School,9,2,3,"$335,000","$1,692",$190/mo,"1,448",For sale by owner,"$1,835/mo","$316,685"
"House for sale, 11256 E Sunnyside Dr, Scottsdale, AZ 85259, $489,000",,,,,,,,,https://www.zillow.com/homedetails/11256-E-Sunnyside-Dr-Scottsdale-AZ-85259/8050945_zpid/,,,,,,3,4,"$489,000",,,"2,551",House for sale,,
"House for sale, 8461 N 84th St, Scottsdale, AZ 85258, $625,000",https://www.greatschools.org/school?id=00539&state=AZ,Cochise Elementary School,10,"$3,288",https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,8,$398/mo,https://www.zillow.com/homedetails/8461-N-84th-St-Scottsdale-AZ-85258/7854126_zpid/,Mel Dryman,(480) 951-1010,https://www.greatschools.org/school?id=00540&state=AZ,Cocopah Middle School,9,2,3,"$625,000","$2,555",$354/mo,"2,145",House for sale,"$3,200","$610,217"
"New construction, 6896 E Lomas Verdes Dr, Scottsdale, AZ, $995,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$4,601",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/6896-E-Lomas-Verdes-Dr-Scottsdale-AZ-85266/95121109_zpid/,Lauren Emig,(480) 626-1555,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3.5,4,"$995,000",$699,$564/mo,"3,470",New construction,,"$967,449"
"For sale by owner, 7436 E Chaparral Rd UNIT 124B, Scottsdale, AZ 85250, $164,500",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$1,006",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$239/mo,https://www.zillow.com/homedetails/7436-E-Chaparral-Rd-UNIT-124B-Scottsdale-AZ-85250/7841860_zpid/,(480) 300-9341,,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,1,1,"$164,500",$474,$93/mo,700,For sale by owner,"$1,300/mo","$158,737"
"Apartment for sale, 7039 E Main St A205 # A205, SOUTH SCOTTSDALE, $499,000",https://www.greatschools.org/school?id=01283&state=AZ,Tonalea Elementary School,3,"$2,316",https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,,$0/mo,https://www.zillow.com/homedetails/7039-E-Main-St-A205-A205-SOUTH-SCOTTSDALE/2081655427_zpid/,Paul Ng,,https://www.greatschools.org/school?id=00552&state=AZ,Coronado High School,3,1,1,"$499,000",,$283/mo,"1,160",Apartment for sale,,
"House for sale, 8302 E Cheery Lynn Rd, Scottsdale, AZ 85251, $499,900",,,,,,,,,https://www.zillow.com/homedetails/8302-E-Cheery-Lynn-Rd-Scottsdale-AZ-85251/7575389_zpid/,,,,,,2,3,"$499,900",,,"2,035",House for sale,,
"New construction, 29088 N 107th Way, Scottsdale, AZ, $2,249,900",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,"$10,522",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$119/mo,https://www.zillow.com/homedetails/29088-N-107th-Way-Scottsdale-AZ-85262/8037960_zpid/,Barbara Lane,(480) 488-2998,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,4.5,4,"$2,249,900","$4,793","$1,275/mo","4,392",New construction,"$4,500/mo","$2,130,872"
"Lot / Land for sale, 15400 Blk E Windstone Trl, Scottsdale, AZ 85262, $159,900",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,6,$745,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/homedetails/15400-Blk-E-Windstone-Trl-Scottsdale-AZ-85262/2081653238_zpid/,Bonnie Hall,(480) 585-6500,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,,,"$159,900",,$91/mo,1.48,Lot / Land for sale,,
"New construction, 9953 E Toms Thumb # 3639, , $3,950,000",,,,,,,,,https://www.zillow.com/homedetails/9953-E-Toms-Thumb-3639-NORTH-SCOTTSDALE/2097075021_zpid/,,,,,,7,5,"$3,950,000",,,"7,578",New construction,,
"New construction, Plan 7002 Plan, Unknown Community, $1,369,900+",https://www.greatschools.org/school?id=00454&state=AZ,Black Mountain Elementary School,9,"$6,334",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$0/mo,https://www.zillow.com/community/error-subdivision-name-unavailable/2081738931_zpid/,,,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,3,2,"$1,369,900+",,$776/mo,"2,768",New construction,,"$1,316,755"
"House for sale, 10800 E Cactus Rd UNIT 59, NORTH SCOTTSDALE, $1,150,000",https://www.greatschools.org/school?id=00390&state=AZ,Anasazi Elementary School,10,"$5,417",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$100/mo,https://www.zillow.com/homedetails/10800-E-Cactus-Rd-UNIT-59-NORTH-SCOTTSDALE/8046916_zpid/,Ashlee Donaldson,(480) 767-3000,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,3,4,"$1,150,000","$5,221",$652/mo,"3,467",House for sale,"$4,500/mo","$1,106,048"
"Auction, 18 Tanners Rd, Great Neck, NY 11020, $1,159,005",https://www.greatschools.org/school?id=00984&state=NY,Lakeville Elementary School,9,,https://www.greatschools.org/school?id=00981&state=NY,Great Neck South Middle School,8,,https://www.zillow.com/homedetails/18-Tanners-Rd-Great-Neck-NY-11020/31098405_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=00981&state=NY,Great Neck South Middle School,9,3,--,"$1,159,005","$21,398",,"2,982",Auction,"$5,000","$1,478,117"
"Auction, 232 Windsor Ave, Brightwaters, NY 11718, Price not available",,,,,,,,,https://www.zillow.com/homedetails/232-Windsor-Ave-Brightwaters-NY-11718/59600073_zpid/,,,,,,2.5,4,$--,,,"2,258",Auction,,
"Auction, 27 Holman Blvd, Hicksville, NY 11801, $331,556",https://www.greatschools.org/school?id=01136&state=NY,Burns Avenue School,6,,https://www.greatschools.org/school?id=01140&state=NY,Hicksville Middle School,5,,https://www.zillow.com/homedetails/27-Holman-Blvd-Hicksville-NY-11801/31121188_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=01140&state=NY,Hicksville Middle School,5,1,--,"$331,556","$9,151",,"1,333",Auction,"$2,945/mo",
"Auction, 11 John St, Hampton, NJ 08827, Price not available",https://www.greatschools.org/school?id=00755&state=NJ,Hampton Elementary School,5,,https://www.greatschools.org/school?id=01420&state=NJ,Voorhees High School,,,https://www.zillow.com/homedetails/11-John-St-Hampton-NJ-08827/38844576_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=01420&state=NJ,Voorhees High School,8,--,4,$--,"$8,833",,"2,310",Auction,"$1,950/mo","$287,855"
"Auction, 15 Cornwall Ln, Hicksville, NY 11801, $356,134",,,,,,,,,https://www.zillow.com/homedetails/15-Cornwall-Ln-Hicksville-NY-11801/31122213_zpid/,,,,,,2,4,"$356,134",,,"1,260",Auction,,
"Auction, 222 Cypress St, Floral Park, NY 11001, Price not available",https://www.greatschools.org/school?id=00861&state=NY,John Lewis Childs School,9,,https://www.greatschools.org/school?id=03609&state=NY,Sewanhaka High School,,,https://www.zillow.com/homedetails/222-Cypress-St-Floral-Park-NY-11001/31175742_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=03609&state=NY,Sewanhaka High School,6,2,--,$--,"$11,223",,"1,713",Auction,"$3,200","$676,032"
"Auction, 2276 Roosevelt Ave, East Meadow, NY 11554, $354,299",https://www.greatschools.org/school?id=00747&state=NY,Mcvey Elementary School,10,,https://www.greatschools.org/school?id=00751&state=NY,Woodland Middle School,8,,https://www.zillow.com/homedetails/2276-Roosevelt-Ave-East-Meadow-NY-11554/31323877_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=00751&state=NY,Woodland Middle School,8,1,--,"$354,299","$12,568",,"1,496",Auction,"$2,950","$442,953"
"Camden Legacy, 15757 N 90th Pl, Scottsdale, AZ, Price not available",,,,,,,,,https://www.zillow.com/b/camden-legacy-scottsdale-az-5XhyLD/,,,,,,"$1,419+","$1,219+",,,,"$1,999+",Camden Legacy,,
"House for sale, 521 Spring Ave, Woodbury Heights, NJ 08097, $188,590",https://www.greatschools.org/school?id=02270&state=NJ,Woodbury Heights Elementary School,6,"$1,189",https://www.greatschools.org/school?id=00657&state=NJ,Gateway Reg High School,,$0/mo,https://www.zillow.com/homedetails/521-Spring-Ave-Woodbury-Heights-NJ-08097/38830464_zpid/,Todd Hahn,ReMax Preferred,https://www.greatschools.org/school?id=00657&state=NJ,Gateway Reg High School,4,2,3,"$188,590","$9,649",$420/mo,"2,280",House for sale,"$1,900",
"Townhouse for sale, 637 Lombard St, Philadelphia, PA 19147, $850,000",https://www.greatschools.org/school?id=01957&state=PA,McCall Gen George A School,7,"$4,255",https://www.greatschools.org/school?id=02101&state=PA,Franklin Benjamin High School,,$0/mo,https://www.zillow.com/homedetails/637-Lombard-St-Philadelphia-PA-19147/10196535_zpid/,David Snyder,Keller Williams Philly,https://www.greatschools.org/school?id=02101&state=PA,Franklin Benjamin High School,1,5,5,"$850,000","$14,247",$694/mo,"2,337",Townhouse for sale,"$4,500/mo","$827,252"
"Co-op for sale, 151 W 80th St APT 3F, New York, NY 10024, $850,000",https://www.greatschools.org/school?id=08186&state=NY,The Anderson School,9,"$5,471",https://www.greatschools.org/school?id=06255&state=NY,Ms 245 The Computer School,2,"$1,350/mo",https://www.zillow.com/homedetails/151-W-80th-St-APT-3F-New-York-NY-10024/113057139_zpid/,Shara Henriquez,(212) 365-5144,https://www.greatschools.org/school?id=06255&state=NY,Ms 245 The Computer School,9,2,2,"$850,000",,$623/mo,700,Co-op for sale,"$3,600","$833,363"
"House for sale, 90 Flag Point Rd, Toms River, NJ 08753, $199,900",https://www.greatschools.org/school?id=01957&state=NJ,Pine Beach Elementary School,3,"$1,112",https://www.greatschools.org/school?id=04291&state=NJ,Toms River Intermediate S,4,$0/mo,https://www.zillow.com/homedetails/90-Flag-Point-Rd-Toms-River-NJ-08753/39591529_zpid/,Deirdre Hyland,Keller Williams Realty,https://www.greatschools.org/school?id=04291&state=NJ,Toms River Intermediate S,4,2,3,"$199,900","$7,844",$297/mo,"2,837",House for sale,"$2,450","$403,459"
"Apartment for sale, 9450 N 95th St # 204, Scottsdale, AZ 85258, $204,900",https://www.greatschools.org/school?id=00883&state=AZ,Laguna Elementary School,8,"$1,165",https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,$210/mo,https://www.zillow.com/homedetails/9450-N-95th-St-204-Scottsdale-AZ-85258/8061633_zpid/,David Dudzic,(480) 563-9511,https://www.greatschools.org/school?id=01017&state=AZ,Mountainside Middle School,9,1,1,"$204,900",$765,$116/mo,802,Apartment for sale,"$1,210/mo",
"House for sale, 9701 E Happy Valley Rd UNIT 9, Scottsdale, AZ 85255, $3,800,000",https://www.greatschools.org/school?id=00598&state=AZ,Desert Sun Academy,7,"$17,752",https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,8,$181/mo,https://www.zillow.com/homedetails/9701-E-Happy-Valley-Rd-UNIT-9-Scottsdale-AZ-85255/8041001_zpid/,Jill Hocken,(480) 792-9500,https://www.greatschools.org/school?id=01211&state=AZ,Sonoran Trails Middle School,9,7.5,6,"$3,800,000","$21,266","$2,153/mo","11,654",House for sale,"$8,500/mo",
"Co-op for sale, 24 Cooper St APT 5E, New York, NY 10034, $299,000",,,,,,,,,https://www.zillow.com/homedetails/24-Cooper-St-APT-5E-New-York-NY-10034/245086004_zpid/,,,,,,1,2,"$299,000",,,--,Co-op for sale,,
"House for sale, 1641 E 31st St, Brooklyn, NY 11234, $899,000",https://www.greatschools.org/school?id=02669&state=NY,Ps 222 Katherine R Snyder,8,"$4,186",https://www.greatschools.org/school?id=02006&state=NY,Jhs 278 Marine Park,4,$0/mo,https://www.zillow.com/homedetails/1641-E-31st-St-Brooklyn-NY-11234/30756787_zpid/,Glenna Werner,(718) 490-5742,https://www.greatschools.org/school?id=02006&state=NY,Jhs 278 Marine Park,7,3,4,"$899,000","$6,246",$487/mo,"2,000",House for sale,"$2,400","$855,823"
"House for sale, 1201 Fillmore St, Philadelphia, PA 19124, $185,000",https://www.greatschools.org/school?id=02053&state=PA,Marshall John School,2,$918,https://www.greatschools.org/school?id=02074&state=PA,Harding Warren G Middle School,1,$0/mo,https://www.zillow.com/homedetails/1201-Fillmore-St-Philadelphia-PA-19124/2083234236_zpid/,Tim Brogan,(215) 923-7600,https://www.greatschools.org/school?id=02074&state=PA,Harding Warren G Middle School,1,3,6,"$185,000",,$151/mo,"2,880",House for sale,"$1,300","$179,025"
"Condo for sale, 7601 E Indian Bend Rd APT 2022, Scottsdale, AZ 85250, $550,000",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$2,951",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$398/mo,https://www.zillow.com/homedetails/7601-E-Indian-Bend-Rd-APT-2022-Scottsdale-AZ-85250/88794893_zpid/,Janet Sharp,(602) 230-7600,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,7,2,2,"$550,000","$2,849",$312/mo,"1,625",Condo for sale,"$2,750","$538,602"
"Apartment for sale, 4745 N Scottsdale Rd STE 3011, Scottsdale, AZ 85251, $500,000",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$2,814",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$493/mo,https://www.zillow.com/homedetails/4745-N-Scottsdale-Rd-STE-3011-Scottsdale-AZ-85251/2127096882_zpid/,Sindy Ready,(602) 478-4017,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,7,2,1,"$500,000",,$283/mo,"1,011",Apartment for sale,"$1,450",
"Townhouse for sale, 5427 N 79th Pl, Scottsdale, AZ 85250, $568,750",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$2,806",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$220/mo,https://www.zillow.com/homedetails/5427-N-79th-Pl-Scottsdale-AZ-85250/7842394_zpid/,Jennifer Black,(480) 443-7400,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,2,2,"$568,750","$1,325",$322/mo,"1,750",Townhouse for sale,"$1,800","$561,697"
"House for sale, 804 River Rd, Erwinna, PA 18920, $125,000",,,,,,,,,https://www.zillow.com/homedetails/804-River-Rd-Erwinna-PA-18920/9101098_zpid/,,,,,,1,1,"$125,000",,,605,House for sale,,
"Townhouse for sale, 7906 E Keim Dr, Scottsdale, AZ 85250, $225,000",https://www.greatschools.org/school?id=00857&state=AZ,Kiva Elementary School,10,"$1,267",https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,$218/mo,https://www.zillow.com/homedetails/7906-E-Keim-Dr-Scottsdale-AZ-85250/7857280_zpid/,Patricia Sitto Miller,(602) 230-7600,https://www.greatschools.org/school?id=00994&state=AZ,Mohave Middle School,8,1,3,"$225,000",$556,$128/mo,"1,053",Townhouse for sale,"$1,405/mo","$219,230"
