address,elementary_school_link,elementary_school_name,elementary_school_rating,estimated_monthly_cost,high_school_link,high_school_name,high_school_rating,hoa_fees,home_details_link,listing_provider_name,listing_provider_phone,middle_school_link,middle_school_name,middle_school_rating,number_of_bathrooms,number_of_bedrooms,price,property_taxes_last_year,property_taxes_monthly,sqft,type,zestimate_rent_price,zestimate_sell_price
"Apartment for rent, E 14th Pl, Chicago, IL 60605, $2,214/mo",https://www.greatschools.org/school?id=01532&state=IL,Washington-Mckinley Elementary School,3,,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,,,https://www.zillow.com/homedetails/E-14th-Pl-Chicago-IL-60605/2081455828_zpid/,Douglas Leader,,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,1,1,1,"$2,214/mo",,,750,Apartment for rent,,
"Apartment for rent, E 14th Pl, Chicago, IL 60605, $2,959/mo",,,,,,,,,https://www.zillow.com/homedetails/E-14th-Pl-Chicago-IL-60605/2081455698_zpid/,,,,,,2,2,"$2,959/mo",,,"1,154",Apartment for rent,,
"House for sale, 328 Sherry Ln, Chicago Heights, IL 60411, $124,900",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,$787,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/328-Sherry-Ln-Chicago-Heights-IL-60411/4321546_zpid/,Lutalo McGee,(773) 599-9537,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,1,3,"$124,900","$4,051",$223/mo,"1,042",House for sale,"$1,696","$122,920"
"Foreclosure, 134 E 22nd St, Chicago, IL 60411, $21,700",https://www.greatschools.org/school?id=01525&state=IL,Garfield Elementary School,3,$137,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,,$0/mo,https://www.zillow.com/homedetails/134-E-22nd-St-Chicago-IL-60411/4332672_zpid/,Trevor Nightengale,(708) 283-0641,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,1,2,4,"$21,700",$834,$39/mo,"1,272",Foreclosure,"$1,350",
"House for sale, 430 Emerald Ave, Chicago Heights, IL 60411, $118,500",https://www.greatschools.org/school?id=02228&state=IL,Longwood Elementary School,3,$746,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,1,$0/mo,https://www.zillow.com/homedetails/430-Emerald-Ave-Chicago-Heights-IL-60411/4324614_zpid/,Donna Rogers,(312) 276-5111,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,2,1,3,"$118,500","$2,677",$211/mo,"1,020",House for sale,"$1,400/mo","$85,089"
"House for sale, 254 Lynn Ln, Chicago Heights, IL 60411, $124,900",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,$787,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/254-Lynn-Ln-Chicago-Heights-IL-60411/4321560_zpid/,Lutalo McGee,(773) 599-9537,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,1,3,"$124,900","$3,763",$223/mo,"1,042",House for sale,"$1,439/mo","$122,875"
"Auction, 210 Pleasant Dr, Chicago Heights, IL 60411, $132,567",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,6,,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,,https://www.zillow.com/homedetails/210-Pleasant-Dr-Chicago-Heights-IL-60411/4322555_zpid/,auction com,(800) 793-6107,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,2,"$132,567","$6,054",,"1,306",Auction,"$1,649/mo",
"House for sale, 247 May Ct, Chicago Heights, IL 60411, $138,900",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,$821,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/247-May-Ct-Chicago-Heights-IL-60411/4322837_zpid/,Dominique Miller,(708) 957-1199,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,3,"$138,900","$6,774",$248/mo,"1,150",House for sale,"$1,595","$135,630"
"House for sale, 284 W Raye Dr, Chicago Heights, IL 60411, $174,900",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,"$1,034",https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/284-W-Raye-Dr-Chicago-Heights-IL-60411/4322336_zpid/,Jack Peterson,(630) 527-0095,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,4,"$174,900","$7,485",$312/mo,"1,539",House for sale,"$1,400/mo","$138,663"
"House for sale, 55 Terry Ct, Chicago Heights, IL 60411, $149,900",https://www.greatschools.org/school?id=02228&state=IL,Longwood Elementary School,3,$886,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,1,$0/mo,https://www.zillow.com/homedetails/55-Terry-Ct-Chicago-Heights-IL-60411/4322182_zpid/,Maria Zambrano,(815) 469-7449,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,2,2,3,"$149,900","$4,868",$267/mo,"9,600",House for sale,"$1,700","$146,900"
"House for sale, 194 W Raye Dr, Chicago Heights, IL 60411, $174,500",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,6,"$1,031",https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/194-W-Raye-Dr-Chicago-Heights-IL-60411/4322388_zpid/,Alan Esche,(630) 230-1049,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,4,"$174,500","$7,078",$311/mo,"1,539",House for sale,"$1,600",
"House for sale, 450 Westgate Ave, Chicago Heights, IL 60411, $106,900",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,$673,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/450-Westgate-Ave-Chicago-Heights-IL-60411/4325010_zpid/,Amy Diamond,(847) 797-0200,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,3,"$106,900","$2,149",$191/mo,"1,148",House for sale,"$1,500/mo","$104,844"
"House for sale, 309 W Glengate Ave, Chicago Heights, IL 60411, $105,000",https://www.greatschools.org/school?id=02099&state=IL,Serena Hills Elementary School,7,$661,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/309-W-Glengate-Ave-Chicago-Heights-IL-60411/4326529_zpid/,David Huerta,(708) 826-5022,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,3,"$105,000","$3,613",$187/mo,"1,317",House for sale,"$1,649","$136,940"
"House for sale, 917 N Memorial Dr, Chicago Heights, IL 60411, $172,900",https://www.greatschools.org/school?id=01530&state=IL,Roosevelt Elementary School,3,"$1,022",https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,,$0/mo,https://www.zillow.com/homedetails/917-N-Memorial-Dr-Chicago-Heights-IL-60411/4325685_zpid/,Jacqui Malizia,(708) 957-0600,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,1,2,3,"$172,900","$7,025",$308/mo,"2,419",House for sale,"$1,800","$166,095"
"House for sale, 833 N Highland Dr, Chicago Heights, IL 60411, $102,000",https://www.greatschools.org/school?id=01530&state=IL,Roosevelt Elementary School,3,$642,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,,$0/mo,https://www.zillow.com/homedetails/833-N-Highland-Dr-Chicago-Heights-IL-60411/4325739_zpid/,Joan Meyers,(708) 448-6100,https://www.greatschools.org/school?id=00664&state=IL,Bloom High School,1,2,3,"$102,000","$5,049",$182/mo,"1,200",House for sale,"$1,450",
"House for sale, 254 Cove Dr, Flossmoor, IL 60422, $179,000",https://www.greatschools.org/school?id=02100&state=IL,Western Avenue Elementary School,7,"$1,078",https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$20/mo,https://www.zillow.com/homedetails/254-Cove-Dr-Flossmoor-IL-60422/4326664_zpid/,Felecia Thornton,(630) 560-1001,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,4,4,"$179,000","$13,500",$319/mo,"2,531",House for sale,"$2,200/mo",
"House for sale, 483 Longwood Ct, Chicago Heights, IL 60411, $154,900",https://www.greatschools.org/school?id=02100&state=IL,Western Avenue Elementary School,7,$915,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,9,$0/mo,https://www.zillow.com/homedetails/483-Longwood-Ct-Chicago-Heights-IL-60411/4326428_zpid/,Vicki Stevenson,(888) 574-9405,https://www.greatschools.org/school?id=02097&state=IL,Parker Junior High School,5,2,4,"$154,900","$4,511",$276/mo,"1,567",House for sale,"$1,400/mo","$154,900"
"House for sale, 57 Rosewood Ln, Chicago Heights, IL 60411, $126,900",https://www.greatschools.org/school?id=02228&state=IL,Longwood Elementary School,3,$750,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,1,$0/mo,https://www.zillow.com/homedetails/57-Rosewood-Ln-Chicago-Heights-IL-60411/4322149_zpid/,George Venturella,,https://www.greatschools.org/school?id=02225&state=IL,Brookwood Middle School,2,2,3,"$126,900","$5,095",$226/mo,"1,335",House for sale,"$1,550","$124,350"
